class,image_path,name,xmax,xmin,ymax,ymin
3,273bed069dc4902598c58163603dd2fd.jpg,GARBAGE,738.0450439453125,664.105712890625,197.90335083007812,138.53305053710938
3,e54dd80278318da4dfeb0d81aa439fc6.jpg,GARBAGE,226.49722290039062,156.70730590820312,272.50018310546875,221.2668914794922
9,d3836200227217bb0acddb6e5829df6d.jpg,CLUTTER_SIDEWALK,429.0090637207031,0.0,394.27362060546875,175.86717224121094
9,d3836200227217bb0acddb6e5829df6d.jpg,CLUTTER_SIDEWALK,917.9606323242188,97.00955200195312,409.90948486328125,149.59503173828125
3,c998fee13a50cc61d9298f45ce2541fd.jpg,GARBAGE,869.6651000976562,765.5804443359375,245.5435791015625,179.27310180664062
0,e05147a9a71507798d91d5f37ecb02fe.jpg,GRAFFITI,459.08917236328125,0.0,367.50604248046875,0.0
3,3c2ffdc1519093c9e92d9f7517e76c6e.jpg,GARBAGE,415.1911926269531,325.69140625,338.80853271484375,270.11962890625
3,07ac825d3a69c02ba4e66f93a1d24229.jpg,GARBAGE,827.6773681640625,541.35888671875,266.94775390625,155.80996704101562
3,b53e6271f6c01ba6a525beaab70ee2d5.jpg,GARBAGE,182.60595703125,67.0666732788086,249.90283203125,178.46133422851562
3,b53e6271f6c01ba6a525beaab70ee2d5.jpg,GARBAGE,761.8271484375,699.5986328125,289.5972900390625,241.8778839111328
3,b53e6271f6c01ba6a525beaab70ee2d5.jpg,GARBAGE,919.7078247070312,841.320556640625,272.1756591796875,216.6884765625
3,b53e6271f6c01ba6a525beaab70ee2d5.jpg,GARBAGE,960.0,901.1357421875,269.7041931152344,214.0309295654297
3,b53e6271f6c01ba6a525beaab70ee2d5.jpg,GARBAGE,92.35604858398438,9.142215728759766,237.30271911621094,182.75706481933594
3,b53e6271f6c01ba6a525beaab70ee2d5.jpg,GARBAGE,552.7748413085938,400.42132568359375,308.8815002441406,206.3011474609375
3,9f7d89053ccf62f14553037fcb632a32.jpg,GARBAGE,413.03045654296875,302.7612609863281,237.92132568359375,142.83367919921875
3,9f7d89053ccf62f14553037fcb632a32.jpg,GARBAGE,500.082275390625,414.98345947265625,293.11932373046875,222.31985473632812
3,9f7d89053ccf62f14553037fcb632a32.jpg,GARBAGE,289.5931396484375,176.98495483398438,288.55950927734375,191.34645080566406
3,e09f8936d5b62c2c4cf234bc2e9395f4.jpg,GARBAGE,558.5013427734375,452.5908508300781,318.98663330078125,246.4302978515625
0,e09f8936d5b62c2c4cf234bc2e9395f4.jpg,GRAFFITI,485.96612548828125,337.9852294921875,153.841796875,5.0475311279296875
0,3e7dd159466f14474a0173e9b02f512a.jpg,GRAFFITI,765.145751953125,649.2857666015625,218.02322387695312,124.78424072265625
0,3e7dd159466f14474a0173e9b02f512a.jpg,GRAFFITI,959.79296875,771.87255859375,231.6979522705078,117.66563415527344
0,3e7dd159466f14474a0173e9b02f512a.jpg,GRAFFITI,813.190185546875,697.2098388671875,202.13131713867188,119.067626953125
3,16ec58f79c8bed9cfe0628c1739000c5.jpg,GARBAGE,571.7288208007812,446.0699462890625,150.55836486816406,71.6142578125
3,16ec58f79c8bed9cfe0628c1739000c5.jpg,GARBAGE,640.1725463867188,535.2975463867188,146.77259826660156,76.47323608398438
3,16ec58f79c8bed9cfe0628c1739000c5.jpg,GARBAGE,630.4093017578125,546.154052734375,198.44760131835938,146.11587524414062
3,16ec58f79c8bed9cfe0628c1739000c5.jpg,GARBAGE,351.2694396972656,246.02352905273438,218.35020446777344,151.5831756591797
1,cd1bdbe2ff982b3bae284877213015aa.jpg,FADED_SIGNAGE,428.2774658203125,321.7080383300781,145.09500122070312,19.702011108398438
3,cd1bdbe2ff982b3bae284877213015aa.jpg,GARBAGE,517.7111206054688,329.6794128417969,249.13014221191406,114.755859375
4,cd1bdbe2ff982b3bae284877213015aa.jpg,CONSTRUCTION_ROAD,536.8153076171875,5.556907653808594,529.176513671875,135.96124267578125
3,cd1bdbe2ff982b3bae284877213015aa.jpg,GARBAGE,558.7396240234375,321.92022705078125,306.0234375,177.27301025390625
3,7c770d853be23fc4d787234cafb73284.jpg,GARBAGE,960.0,886.5804443359375,387.0272216796875,309.66143798828125
3,7c770d853be23fc4d787234cafb73284.jpg,GARBAGE,731.7063598632812,642.2932739257812,262.1115417480469,188.4477081298828
3,3403ec3125fd76b911e88ada121e366a.jpg,GARBAGE,580.313720703125,491.72412109375,306.82080078125,237.9122772216797
3,3403ec3125fd76b911e88ada121e366a.jpg,GARBAGE,660.2938232421875,579.7244873046875,262.7878112792969,202.40106201171875
3,3403ec3125fd76b911e88ada121e366a.jpg,GARBAGE,448.8948669433594,267.6175537109375,246.89007568359375,125.75450134277344
3,3403ec3125fd76b911e88ada121e366a.jpg,GARBAGE,573.541015625,515.3167114257812,239.14578247070312,191.27203369140625
3,20f4af40e671e526d4230c265ceed77e.jpg,GARBAGE,769.7791748046875,641.389404296875,271.1558837890625,189.18997192382812
3,20f4af40e671e526d4230c265ceed77e.jpg,GARBAGE,314.8874816894531,156.00164794921875,290.7885437011719,186.92269897460938
3,20f4af40e671e526d4230c265ceed77e.jpg,GARBAGE,943.190185546875,812.111572265625,324.745849609375,238.5417938232422
3,20f4af40e671e526d4230c265ceed77e.jpg,GARBAGE,960.0,903.1085815429688,334.38153076171875,265.7187194824219
3,03829890713f03586ac554a6912626f0.jpg,GARBAGE,286.33343505859375,142.94818115234375,250.31320190429688,147.39553833007812
3,03829890713f03586ac554a6912626f0.jpg,GARBAGE,78.70866394042969,0.0,288.2254943847656,187.4747772216797
8,03829890713f03586ac554a6912626f0.jpg,SAND_ON_ROAD,675.564208984375,509.30316162109375,301.4616394042969,155.80413818359375
3,03829890713f03586ac554a6912626f0.jpg,GARBAGE,765.762939453125,597.7863159179688,287.1823425292969,188.9929962158203
3,03829890713f03586ac554a6912626f0.jpg,GARBAGE,141.18536376953125,11.027315139770508,307.5171813964844,226.50225830078125
0,7de37cd7590755c4f27715646bb62b80.jpg,GRAFFITI,390.90130615234375,102.58076477050781,263.0683898925781,74.19837951660156
3,e9f5ec38a810b53acbfc9f462f3bb655.jpg,GARBAGE,149.43359375,22.97039794921875,236.42971801757812,177.66087341308594
3,e9f5ec38a810b53acbfc9f462f3bb655.jpg,GARBAGE,397.5541076660156,325.0078125,248.73170471191406,189.8733673095703
3,e9f5ec38a810b53acbfc9f462f3bb655.jpg,GARBAGE,629.7138671875,571.9953002929688,240.943359375,189.49465942382812
3,7d566de6232ba935212f09fece6eb5ce.jpg,GARBAGE,857.388427734375,737.8179931640625,291.2846374511719,219.10464477539062
